Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Skill/S_FFXV_Prompto_RapidusSMG_Description,Text,,"4번 공격하세요. 추가 공격은 구멍이 난무하다를 유발하지 않습니다.

무작위 아군이 링크 스트라이크(프롬프토)를 얻습니다.

링크 스트라이크 : 신속성을 획득하고 1회 추가 공격하며, 구멍난 리들드 1개를 추가로 발생시킵니다.","Attack 4 times. Additional attacks do not inflict Riddled With Holes.

A random ally gains Link Strike (Prompto).

Link Strike: This skill gains Swiftness, attacks one additional time, and inflicts one additional Riddled with Holes.","4回攻撃する。追加の攻撃では「穴だらけ」は発生しません。

ランダムな味方がリンクストライク（プロンプト）を獲得します。

リンクストライク: このスキルは素早さを獲得し、追加で 1 回攻撃し、さらに 1 回の 穴だらけ を与えます。","释放4次。额外的攻击不会施加[千疮百孔]。

随机一名友军获得[连携攻击(普隆普特)]。

连携攻击：此技能获得迅速，额外释放1次并额外施加1次[千疮百孔]。","攻擊4次。額外的攻擊不會造成千瘡百孔。

一名隨機盟友獲得連結打擊（提示）。

連擊：此技能獲得迅捷，額外攻擊一次，並造成額外1次千瘡百孔。"
Skill/S_FFXV_Prompto_RapidusSMG_Name,Text,,라피두스 기관단총,Rapidus SMG,ラピダスサブマシンガン,冲锋枪“小号”,快速衝鋒槍
Skill/S_FFXV_Prompto_Selfie_Description,Text,,"링크 스트라이크 : 비용이 1 감소합니다.

대상 아군이 링크 스트라이크(프롬프토)를 얻습니다.","Link Strike: Cost is reduced by 1.

Target ally gains Link Strike (Prompto).","リンクストライク：コストが1減少します。

ターゲットの味方はリンクストライク（プロンプト）を獲得します。","连携攻击：此技能的费用减少1点。

使目标友军获得[连携攻击(普隆普特)]。","連結打擊：成本減少 1。

目標盟友獲得連結打擊（提示）。"
Skill/S_FFXV_Prompto_Selfie_Name,Text,,스냅 사진,Snapshot,スナップショット,快照,快照
Skill/S_FFXV_Prompto_Snapshot_Description,Text,,"링크 스트라이크 : 비용이 1 감소합니다.

대상 아군이 링크 스트라이크(프롬프토)를 얻습니다.","Link Strike: Cost is reduced by 1.

Target ally gains Link Strike (Prompto).","リンクストライク：コストが1減少します。

ターゲットの味方はリンクストライク（プロンプト）を獲得します。","连携攻击：此技能的费用减少1点。

使目标友军获得[连携攻击(普隆普特)]。","連結打擊：成本減少 1。

目標盟友獲得連結打擊（提示）。"
Skill/S_FFXV_Prompto_Snapshot_Name,Text,,스냅 사진,Snapshot,スナップショット,快照,快照
Skill/S_FFXV_Prompto_Starshell_Description,Text,,모든 아군은 링크 스트라이크(프롬프토)를 얻습니다.,All allies gain Link Strike (Prompto).,味方全員がリンクストライク（プロンプト）を得る。,所有友军获得[连携攻击(普隆普特)]。,所有盟友獲得連結打擊（提示）。
Skill/S_FFXV_Prompto_Starshell_Name,Text,,스타쉘,Starshell,スターシェル,照明弹,星殼
Skill/S_FFXV_Prompto_UltFoundMyReason_Description,Text,,"전투 시작 시 이 스킬을 덱 맨 위로 이동시킵니다.

모든 아군은 링크 스트라이크(프롬프토)를 얻습니다.","Move this skill to the top of the deck at the beginning of battle.

All allies gain Link Strike (Prompto).","バトル開始時にこのスキルをデッキの一番上に移動する。

味方全員がリンクストライク（プロンプト）を得る。","战斗开始时，放在牌库的最上方。

所有友军获得[连携攻击(普隆普特)]。","戰鬥開始時將此技能移至牌組頂部。

所有盟友獲得連結打擊（提示）。"
Skill/S_FFXV_Prompto_UltFoundMyReason_Name,Text,,내 이유를 찾았습니다,Found My Reason,私の理由を見つけました,诀别过去,找到了我的理由
Skill/S_FFXV_Prompto_UltTriggerHappy_Description,Text,,"이 스킬은 적 하나당 비용이 1씩 감소합니다.

4번 공격하세요. 절반은 무작위 적을 공격합니다.

링크 스트라이크 : 2회 추가 공격.","This skill costs 1 less for each enemy.

Attack 4 times, half of these attacking random enemies.

Link Strike: Attack an additional 2 times.","このスキルのコストは敵1体につき1減少します。

4回攻撃し、そのうち半分はランダムな敵を攻撃します。

リンクストライク：追加で2回攻撃する。","场上每有1个敌人，此技能的费用就减少1点。

释放4次，其中一半次数攻击随机敌人。

连携攻击：额外释放2次。","每個敵人該技能的消耗量減少 1。

攻擊 4 次，其中一半隨機攻擊敵人。

連擊：額外攻擊2次。"
Skill/S_FFXV_Prompto_UltTriggerHappy_Name,Text,,트리거 해피,Trigger Happy,トリガーハッピー,幸运扳机,觸發快樂
SkillExtended/SE_GladiolusPassive_Name,Text,,,,,,
SkillExtended/SE_Syn_Gladiolus_Break_EnforceString,Text,,공격 스킬.,Attack Skill.,攻撃スキル。,攻击技能。,攻擊技能。
SkillExtended/SE_Syn_Gladiolus_Break_Name,Text,,모든 대상은 추가로 1개의 브레이크를 얻습니다. 대상이 1명인 경우에는 2개의 브레이크를 추가로 얻습니다.,"All targets gain 1 additional Break, 2 Break if there is only 1 target.",すべてのターゲットはさらに 1 ブレイクを獲得します。ターゲットが 1 つだけの場合は 2 ブレイクします。,所有敌人获得1层[破甲]，如果只有1个敌人，则获得2层[破甲]。,所有目標獲得 1 次額外突破，如果只有 1 個目標獲得 2 次突破。
SkillExtended/SE_Syn_Gladiolus_Valor_EnforceString,Text,,스킬 비용은 1 이상입니다.,Skill costs 1 or more.,スキルコストは1以上。,技能费用为 1 或以上。,技能成本為 1 或更多。
SkillExtended/SE_Syn_Gladiolus_Valor_Name,Text,,글라디올러스 는 용기1을 얻고 사용자는 보강됨1을 얻습니다.,Gladiolus gains 1 Valor and user gains 1 Braced.,グラジオラスは 1 勇気を獲得し、ユーザーは 1 ブレース付きを獲得します。,格拉迪欧拉斯获得1层[粉碎值]，自身获得1层[稳固姿态]。,劍蘭獲得 1 點勇氣，使用者獲得 1 點支撐。
SkillExtended/SE_Syn_Ignis_Libra_EnforceString,Text,,공격 스킬.,Attack Skill.,攻撃スキル。,攻击技能。,攻擊技能。
SkillExtended/SE_Syn_Ignis_Libra_Name,Text,,리브라를 사용하는 적에게는 항상 15%의 추가 데미지를 줄 수 있습니다.,Can always target and deals 15% additional damage to enemies with Libra.,天秤座を持つ敵を常にターゲットにし、15% の追加ダメージを与えることができます。,可以无视嘲讽攻击带有[解析]的敌人，且对其造成的伤害增加15%。,天秤座始終可以瞄準敵人並對敵人造成 15% 的額外傷害。
SkillExtended/SE_Syn_Ignis_Link_Des,Text,,,,,,
SkillExtended/SE_Syn_Ignis_Link_EnforceString,Text,,스킬 비용이 1 이상입니다.,Skill cost is 1 or more.,スキルコストは1以上。,技能费用为1或以上。,技能成本為 1 或以上。
SkillExtended/SE_Syn_Ignis_Link_Name,Text,,이그니스가 살아 있으면 다른 모든 아군은 링크 스트라이크(이그니스)를 얻습니다.,"If Ignis is alive, all other allies gain Link Strike (Ignis).",イグニスが生きている場合、他のすべての味方はリンクストライク（イグニス）を獲得します。,若伊格尼斯未处于无法战斗状态，则其他友军获得[连携攻击(伊格尼斯)]。,如果伊格尼斯還活著，所有其他盟友都會獲得連結打擊（伊格尼斯）。
SkillExtended/SE_Syn_Noctis_ArmigerGain_EnforceString,Text,,스킬 비용은 1 이상입니다.,Skill costs 1 or more.,スキルコストは1以上。,技能费用为1或以上。,技能费用为 1 或以上。
SkillExtended/SE_Syn_Noctis_ArmigerGain_Name,Text,,녹티스는 아르미게르 1개를 얻습니다. 이 스킬 비용이 3 이상인 경우 녹티스는 아미거를 1개 추가로 얻습니다.,"Noctis gains 1 Armiger. If this skill cost 3 or more, Noctis gains 1 additional Armiger.",ノクティスはアーミガーを 1 獲得。このスキルのコストが 3 以上の場合、ノクティスはさらに 1 アーミガーを獲得します。,诺克提斯获得1层[幻影剑]。如果此技能使用时的费用不小于3，则额外获得1层[幻影剑]。,諾克提斯獲得 1 名武裝者。如果技能花費 3 或更多，諾克提斯會額外獲得 1 名武裝者。
SkillExtended/SE_Syn_Noctis_Armiger_EnforceString,Text,,공격 스킬.,Attack Skill.,攻撃スキル。,攻击技能。,攻擊技能。
SkillExtended/SE_Syn_Noctis_Armiger_Name,Text,,이 스킬은 녹티스의 아미거 중첩당 피해량이 7% 증가합니다. 녹티스는 아르미게르 1명을 잃었습니다.,This skill deals 7% increased damage per stack of Armiger on Noctis. Noctis loses 1 Armiger.,このスキルは、ノクティスに与えるアーミガーのスタックごとに 7% 増加したダメージを与えます。ノクティスはアーミガーを1体失う。,诺克提斯每有1层[幻影剑]，此技能的伤害就增加7%。诺克提斯减少1层[幻影剑]。,該技能對諾克提斯每層武裝者造成的傷害提高 7%。 諾克提斯失去 1 名 阿米格爾。
SkillExtended/SE_Syn_Prompto_Link_EnforceString,Text,,,,,,
SkillExtended/SE_Syn_Prompto_Link_Name,Text,,다른 모든 아군은 링크 스트라이크(프롬프토)를 얻습니다.,All other allies gain Link Strike (Prompto).,他のすべての味方はリンクストライク（プロンプト）を獲得します。,其他友军获得连携攻击(普隆普特)。,所有其他盟友獲得鏈接打擊（提示音）。
SkillExtended/SE_Syn_Prompto_Reload_EnforceString,Text,,스킬 비용은 1 이상입니다.,Skill costs 1 or more.,スキルコストは1以上。,技能费用为1或以上。,技能成本為 1 或更多。
SkillExtended/SE_Syn_Prompto_Reload_Name,Text,,"프롬프토는 재장전을 1회 획득하며, 이 스킬 비용이 3 이상인 경우 추가 재장전을 얻습니다.","Prompto gains 1 Reload, and an additional reload if this skill cost 3 or more.",プロンプトは 1 リロードを獲得し、このスキルのコストが 3 以上の場合は追加のリロードを獲得します。,普隆普特获得 1 层[装填]，如果该技能使用时费用为 3 或以上，则获得额外层数的[装填]。,提示音獲得 1 次重裝，如果技能花費 3 或更多，則可獲得額外的重裝。
SkillKeyword/SK_LinkStrikeGen_Desc,Text,,"다음 버프에 의해 활성화됩니다:
-링크 스트라이크(글라디올러스)
-링크 스트라이크(이그니스)
-링크 스트라이크(녹티스)
-링크 스트라이크(프롬프토)
-완전한 선명도","Activated by the following buffs:
-Link Strike (Gladiolus)
-Link Strike (Ignis)
-Link Strike (Noctis)
-Link Strike (Prompto)
-Total Clarity","以下のバフによって発動します。
・リンクストライク(グラジオラス)
・リンクストライク(イグニス)
・リンクストライク(ノクティス)
・リンクストライク(プロンプト)
-完全な明瞭さ","由以下增益触发：
-连携攻击(格拉迪欧拉斯)
-连携攻击(伊格尼斯)
-连携攻击(诺克提斯)
-连携攻击(普隆普特)
-追踪魔眼","由以下增益啟動：
-連結打擊（劍蘭）
-連結打擊（伊格尼斯）
-連結打擊（諾克提斯）
-連結打擊（提示）
- 完全清晰"
SkillKeyword/SK_LinkStrikeGen_Name,Text,,링크스트라이크,Link Strike,リンクストライク,连携攻击,連擊
